,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),mean-grad-hist (exit),ema-12 (exit),long-large-rl (exit),sma-05 (exit),sma-07 (exit),long-bid-rl (exit),short-bid-rl (exit),volume (exit),high (exit),short_kdj (exit),short-large-rl (exit),short-small-rl (exit),open (exit),long-small-rl (exit),sma-compare (exit),close (exit),long_jcrosk (exit),low (exit),sma-25 (exit),ema-26 (exit)
11,OGN/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,stop_loss,0.449,0.4505,0.4485997608673704,0.4490572531552008,0.4474,0,0.4481,1165965.0,1,False,0.44968000000001335,0.44900000000000206,0.4498479999999979,-24.11869503,-0.3953719697147832,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.29675502006387383,go_long,0.28634000000001314,0.2889714285714303,go_long,go_long,5096271.0,0.2862,False,go_long,go_long,0.28340000000000004,go_long,1,0.2787,0,0.2777,0.2948479999999981,0.29033052263568193
10,OGN/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,stop_loss,0.7010000000000001,0.7269,0.7993601366215842,0.8860930360415475,0.4071,1,0.44260000000000005,4438658.0,0,False,0.7323200000000026,0.7654000000000077,0.9151480000000056,-37.62400327,-0.6146422234074744,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.2807313339803873,go_long,0.2730400000000137,0.27494285714286243,go_long,go_long,996791.0,0.27,False,go_long,go_long,0.26940000000000003,go_long,1,0.2646,0,0.2639,0.28102799999999634,0.2755721607825934
9,OGN/USDT:USDT,2021-05-19 12:45:00+00:00,first_buy,stop_loss,0.8286,0.8286,0.8642256160073268,0.9215724789248714,0.6967,1,0.7010000000000001,1476984.0,1,False,0.8126000000000027,0.8349571428571506,0.9366600000000056,-24.0578142,-0.39408038466526335,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.9215724789248714,go_long,0.8126000000000027,0.8349571428571506,go_long,go_long,1476984.0,0.8286,False,go_long,go_long,0.8286,go_long,1,0.7010000000000001,1,0.6967,0.9366600000000056,0.8642256160073268
8,OGN/USDT:USDT,2021-05-13 00:15:00+00:00,first_buy,stop_loss,1.2086000000000001,1.2195,1.323416661064225,1.374950213044322,1.1034,1,1.2036,1942774.0,0,False,1.283540000000004,1.3069285714285763,1.3829800000000079,-24.29408998,-0.3963014878943475,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.9392182772388611,go_long,0.8428400000000027,0.8693714285714363,go_long,go_long,972551.0,0.8506,False,go_long,go_long,0.8494,go_long,1,0.8290000000000001,0,0.8178000000000001,0.9486760000000056,0.8939030007359318
7,OGN/USDT:USDT,2021-04-01 13:45:00+00:00,first_buy,stop_loss,1.8522,1.8755000000000002,1.8596970168825513,1.8608588319088324,1.8522,0,1.8652000000000002,98652.0,0,False,1.8669600000000002,1.866928571428572,1.8593000000000006,-30.19803492,-0.5054124512971616,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.3886582300878678,go_long,1.318460000000004,1.3290714285714333,go_long,go_long,1495423.0,1.3282,False,go_long,go_long,1.3133,go_long,1,1.2086000000000001,0,1.1687,1.392920000000008,1.3452015085304478
5,LINK/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,stop_loss,15.722,15.74,16.163965392602044,16.680290641854278,12.736,1,14.461,5352728.91,0,False,15.712800000000291,15.929714285714036,16.831439999999915,-25.6878015,-0.4186767680299778,1,go_long,go_long,go_long,go_long,go_long,go_long,1,9.630120393076313,go_long,9.114400000000161,9.126285714285453,go_long,go_long,1080573.73,9.18,False,go_long,go_long,9.146,go_long,1,8.943,1,8.921,9.635959999999908,9.260476144562757
4,LINK/USDT:USDT,2024-03-02 05:45:00+00:00,first_buy,stop_loss,21.284,21.388,20.822230001465048,20.55382794733316,21.168,0,21.249,577021.32,0,False,21.017600000000293,20.92928571428541,20.482599999999987,-26.40369412,-0.4310830535943499,0,go_long,go_long,go_long,go_long,go_long,go_long,1,16.85783389320262,go_long,16.017600000000293,16.290285714285464,go_long,go_long,1939276.24,16.112,False,go_long,go_long,16.104,go_long,1,15.718,1,15.6,16.956399999999913,16.473595463984235
2,LINK/USDT:USDT,2022-05-02 11:00:00+00:00,first_buy,stop_loss,11.032,11.041,11.106933028582935,11.16728620789453,10.991,0,11.014,95439.79,0,False,11.034000000000177,11.068714285714156,11.207120000000042,-24.21212478,-0.3949476489410588,1,go_long,go_long,go_long,go_long,go_long,go_long,0,7.352895772557696,go_long,6.95680000000019,7.007571428571302,go_long,go_long,722598.88,7.055,False,go_long,go_long,6.905,go_long,1,7.018,0,6.828,7.381920000000045,7.115196537234464
39,DYDX/USDT:USDT,2023-02-01 19:45:00+00:00,first_buy,stop_loss,3.114,3.347,3.1191194998159513,3.0886836312132067,3.028,0,3.3,21959003.2,0,False,3.147599999999975,3.123142857143001,3.0811999999999387,-24.66821362,-0.40378444000147545,0,go_long,go_long,go_long,go_long,go_long,go_long,1,2.074373116078965,go_long,2.0391999999999824,2.035857142857288,go_long,go_long,2735805.1,2.046,False,go_long,go_long,2.044,go_long,0,2.01,1,2.008,2.073399999999944,2.044597534496989
40,DYDX/USDT:USDT,2023-03-17 21:45:00+00:00,first_buy,stop_loss,2.473,2.525,2.461071857916404,2.4511422069778273,2.469,0,2.515,1200220.3,0,False,2.468399999999984,2.466285714285852,2.434359999999948,-25.42476362,-0.41560291347788586,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.8975850197084063,go_long,1.8310000000000037,1.837142857142996,go_long,go_long,1751691.4,1.831,False,go_long,go_long,1.8170000000000002,go_long,1,1.83,0,1.799,1.9117599999999444,1.8625478284166166
38,DYDX/USDT:USDT,2022-07-16 16:00:00+00:00,first_buy,stop_loss,2.159,2.208,2.097196248660789,2.059034683324116,2.148,0,2.176,4906525.5,1,False,2.127799999999998,2.110714285714411,2.045559999999939,-23.5836165,-0.3851337493654372,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.368300094399472,go_long,1.3523999999999778,1.353142857142989,go_long,go_long,480095.9,1.3599999999999999,False,go_long,go_long,1.359,go_long,1,1.349,0,1.348,1.3723199999999425,1.3616927360954771
57,TRB/USDT:USDT,2024-11-10 12:00:00+00:00,first_buy,stop_loss,98.937,106.94,90.74854009820727,80.36801190972848,98.13,1,105.121,855059.5,0,False,97.50760000000317,96.51028571428662,76.2595199999996,-20.91337421,-0.39742969674659456,0,go_long,go_long,go_long,go_long,go_long,go_long,1,65.81161244661709,go_long,64.94820000000315,64.97828571428663,go_long,go_long,16405.3,65.155,False,go_long,go_long,65.07,go_long,1,64.301,0,64.3,65.87915999999956,65.33627109237297
71,SXP/USDT:USDT,2022-05-09 23:45:00+00:00,first_buy,stop_loss,0.7112,0.7173,0.7236553115520825,0.7354883034468289,0.6966,1,0.6990000000000001,1075945.5,0,False,0.7159800000000001,0.7207999999999559,0.7322039999999914,-24.21443331,-0.3945493540878192,1,go_long,do_nothing,go_long,go_long,go_long,go_long,1,0.4917790528451411,go_long,0.4506,0.45398571428567003,go_long,go_long,2018520.0,0.45030000000000003,False,go_long,do_nothing,0.4499,go_long,1,0.4425,0,0.438,0.49141199999999136,0.4655588486367188
69,SXP/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,stop_loss,2.2342,2.2357,2.2064320786937848,2.1854286324786325,2.2031,0,2.2192,415795.8,0,False,2.2254999999999994,2.2188142857142847,2.1825639999999997,-45.07470097,-0.7349143376860768,0,go_long,do_nothing,go_long,go_long,go_long,go_long,1,3.105717434161856,go_long,2.7050200000000197,2.758528571428556,go_long,go_long,12415788.9,2.5406,False,go_long,do_nothing,2.4131,go_long,1,2.198,0,1.63,3.1888280000000035,2.877279826166094
67,COMP/USDT:USDT,2024-02-27 03:00:00+00:00,first_buy,stop_loss,79.01,79.5,76.85511201126997,76.2236578616594,77.47,0,78.98,38053.83,0,False,77.31600000000017,77.01571428571295,76.1075999999989,-26.33703301,-0.429347473197317,0,go_long,go_long,go_long,go_long,go_long,go_long,1,54.61631079700202,go_long,53.530000000000314,53.448571428569366,go_long,go_long,7167.914,53.72,False,go_long,go_long,53.31,go_long,0,52.91,0,52.9,54.88399999999878,53.721255019981726
66,COMP/USDT:USDT,2023-07-03 18:00:00+00:00,first_buy,stop_loss,64.38,64.9,64.05380468152975,63.69530532454563,64.19,1,64.81,53755.585,0,False,64.54200000000006,64.35285714285574,63.16879999999871,-18.16830243,-0.29599209320789915,0,go_long,go_long,go_long,go_long,go_long,go_long,1,46.29030502746179,go_long,46.23199999999975,46.37428571428455,go_long,go_long,31212.395,46.22,False,go_long,go_long,45.96,go_long,0,45.97,0,45.81,46.16119999999881,46.31738548868848
65,COMP/USDT:USDT,2023-01-25 14:15:00+00:00,first_buy,stop_loss,49.67,50.05,49.77431095343921,49.56626695071454,49.61,1,49.87,9115.467,0,False,49.97200000000025,49.98428571428443,49.503199999999005,-26.12568582,-0.4255751263499789,0,go_long,go_long,go_long,go_long,go_long,go_long,1,31.5016184156299,go_long,30.912000000000024,30.93428571428419,go_long,go_long,5642.76,30.92,False,go_long,go_long,30.78,go_long,1,30.83,0,30.71,31.64199999999878,31.158808595412253
64,COMP/USDT:USDT,2022-10-29 16:45:00+00:00,first_buy,stop_loss,52.16,52.29,51.405650687480126,51.38673127538825,51.81,0,52.04,10606.557,0,False,51.546000000000106,51.371428571427764,51.28319999999904,-24.42674667,-0.3980603976710211,0,go_long,go_long,go_long,go_long,go_long,go_long,1,32.745070717661655,go_long,32.275999999999975,32.344285714284624,go_long,go_long,8740.907,32.2,False,go_long,go_long,32.18,go_long,1,31.84,0,31.81,32.72919999999907,32.40879841706319
63,COMP/USDT:USDT,2022-05-29 01:45:00+00:00,first_buy,stop_loss,56.22,56.42,56.548792759754825,56.68689697771239,55.72,1,56.09,11696.727,0,False,56.38600000000067,56.541428571428256,56.70479999999885,-24.33027527,-0.39624616038353894,1,go_long,go_long,go_long,go_long,go_long,go_long,1,37.243774046432364,go_long,35.57400000000045,35.80142857142824,go_long,go_long,27489.806,35.62,False,go_long,go_long,35.61,go_long,1,34.4,1,34.34,37.16519999999892,36.17510479384746
61,COMP/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,stop_loss,104.43,104.69,104.45893436400212,104.42601044379684,104.04,1,104.34,3338.645,1,False,104.59800000000101,104.5499999999997,104.7427999999989,-24.24103965,-0.3953544302757286,0,go_long,go_long,go_long,go_long,go_long,go_long,1,69.53121555281025,go_long,66.26800000000074,67.17857142857103,go_long,go_long,20404.142,66.28,False,go_long,go_long,65.54,go_long,1,64.34,0,63.91,69.28239999999883,67.90495688622681
60,COMP/USDT:USDT,2021-05-23 12:45:00+00:00,first_buy,stop_loss,317.79,323.84,327.46694557985865,338.55329324148147,299.29,1,299.53,5824.85,0,False,323.3140000000006,327.4257142857154,336.84199999999896,-32.42420688,-0.5303209885476579,1,go_long,go_long,go_long,go_long,go_long,go_long,1,189.38340145880676,go_long,186.69600000000176,187.36000000000095,go_long,go_long,7930.251,186.61,False,go_long,go_long,186.56,go_long,1,182.59,1,181.91,189.29439999999883,187.8156187321798
59,COMP/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,stop_loss,499.2,499.2,493.9883748711049,495.39388888888897,491.4,0,494.88,1196.279,1,False,497.14,495.44714285714286,493.18160000000006,-30.62510178,-0.5019794383273548,0,go_long,go_long,go_long,go_long,go_long,go_long,1,341.6751567008,go_long,331.27200000000056,332.50285714285826,go_long,go_long,2263.726,331.61,False,go_long,go_long,329.06,go_long,1,317.67,0,316.45,339.448799999999,332.546390230742
56,TRB/USDT:USDT,2024-07-05 00:45:00+00:00,first_buy,stop_loss,79.121,79.886,81.24299604780666,82.84940101316899,74.802,1,75.864,131500.0,0,False,79.6412000000033,80.48628571428709,83.47447999999973,-24.15099232,-0.39754530355358175,1,go_long,go_long,go_long,go_long,go_long,go_long,1,56.36787372730523,go_long,54.94560000000322,55.31385714285841,go_long,go_long,119662.2,55.172,False,go_long,go_long,54.493,go_long,1,53.381,0,52.348,56.50579999999961,55.57577818880211
55,TRB/USDT:USDT,2024-05-08 08:30:00+00:00,first_buy,stop_loss,121.333,124.362,117.66000433950042,115.83565998984382,120.2,0,123.332,490423.2,0,False,118.85960000000239,118.27600000000142,115.59611999999974,-19.88405647,-0.40257203176369344,0,go_long,go_long,go_long,go_long,go_long,go_long,1,83.40823309422251,go_long,80.9046000000033,81.57071428571567,go_long,go_long,25780.8,80.177,False,go_long,go_long,79.105,go_long,1,79.126,0,79.044,83.82599999999974,82.22099532922604
54,TRB/USDT:USDT,2024-03-05 20:00:00+00:00,first_buy,stop_loss,109.936,110.373,110.57296276307305,113.35639508061797,77.343,1,94.109,376342.8,0,False,108.59160000000165,110.38857142857289,114.0411599999997,-23.7650796,-0.4207219256023084,1,go_long,go_long,go_long,go_long,go_long,go_long,1,62.61373650146978,go_long,60.23280000000223,60.981428571429824,go_long,go_long,116308.1,59.866,False,go_long,go_long,59.247,go_long,1,58.221,0,57.717,63.02831999999975,61.489387828435454
53,TRB/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,stop_loss,168.649,168.74,165.59805319785573,170.05884537868963,109.5,1,132.933,703449.7,0,False,162.27440000000144,164.96457142857284,171.5804399999997,-21.93900675,-0.4117895998109812,1,go_long,go_long,go_long,go_long,go_long,go_long,1,114.89618668706741,go_long,112.75180000000164,113.41628571428717,go_long,go_long,81998.2,112.645,False,go_long,go_long,112.501,go_long,1,109.927,0,107.985,114.99899999999971,113.56641053817724
74,SXP/USDT:USDT,2023-04-10 17:00:00+00:00,first_buy,stop_loss,0.6115,0.63,0.6162636647189739,0.6164350150013073,0.6115,0,0.6279,9941388.9,0,False,0.614840000000002,0.61522857142853,0.6182319999999897,-21.23615791,-0.3461245524275766,1,go_long,do_nothing,go_long,go_long,go_long,go_long,1,0.3919776661572172,go_long,0.38882000000000094,0.39017142857138737,go_long,go_long,1072147.7,0.3886,False,go_long,do_nothing,0.3871,go_long,1,0.38670000000000004,0,0.3865,0.3920359999999901,0.3904891592969483
51,TRB/USDT:USDT,2023-12-31 22:45:00+00:00,first_buy,stop_loss,361.637,370.64,402.7601094795589,393.0828864018049,226.0,1,228.344,1150173.9,0,False,395.0414000000013,415.3570000000016,407.31231999999983,-18.027014,-0.3942098729747744,0,go_long,go_long,go_long,go_long,go_long,go_long,0,219.37226887638502,go_long,160.2654000000013,160.1791428571445,go_long,go_long,404580.6,163.798,False,go_long,go_long,159.225,go_long,0,154.99,0,151.201,212.2977599999997,176.36922500151326
50,TRB/USDT:USDT,2023-12-31 18:15:00+00:00,first_buy,stop_loss,365.531,382.516,326.7831270905337,302.39767637263816,345.0,0,381.156,425445.6,0,False,354.47960000000126,342.7302857142872,287.38083999999975,-15.0387439,-0.3942126536594757,0,go_long,go_long,go_long,go_long,go_long,go_long,1,406.2619973139493,go_long,443.0124000000013,441.8261428571445,go_long,go_long,484680.7,420.282,False,go_long,go_long,418.391,go_long,0,361.631,0,346.073,409.59787999999986,434.4721293849332
49,TRB/USDT:USDT,2023-11-09 15:45:00+00:00,first_buy,stop_loss,137.451,138.724,138.61605556397492,139.3935013857097,133.65,1,133.991,246552.4,0,False,137.8268000000012,138.5452857142868,139.82155999999995,-20.43961946,-0.38099219065544154,1,go_long,go_long,go_long,go_long,go_long,go_long,1,84.60229761408371,go_long,83.4572000000012,83.69985714285836,go_long,go_long,30225.5,83.844,False,go_long,go_long,83.699,go_long,1,82.907,0,82.789,84.60891999999994,83.97574769273587
48,TRB/USDT:USDT,2023-03-08 21:45:00+00:00,first_buy,stop_loss,14.44,14.45,14.348887356941972,14.384377518413809,14.34,1,14.35,5608.7,0,False,14.3920000000003,14.344285714286245,14.392000000000124,-25.20652179,-0.4181002266313085,0,go_long,go_long,go_long,go_long,go_long,go_long,1,10.220706165897463,go_long,9.928000000000365,9.960000000000536,go_long,go_long,24556.7,9.92,False,go_long,go_long,9.86,go_long,1,9.87,0,9.84,10.284000000000091,10.057892078768539
47,TRB/USDT:USDT,2022-10-29 16:30:00+00:00,first_buy,stop_loss,16.41,16.53,16.41675948453614,16.295481699962863,16.36,0,16.53,33913.9,0,False,16.448000000000206,16.450000000000507,16.280000000000072,-24.2718626,-0.39645550244461314,0,go_long,go_long,go_long,go_long,go_long,go_long,1,11.335651775844262,go_long,10.844000000000253,10.978571428571959,go_long,go_long,87690.0,10.68,False,go_long,go_long,10.62,go_long,1,10.33,0,10.28,11.444000000000074,11.069197503006688
41,DYDX/USDT:USDT,2023-11-19 20:00:00+00:00,first_buy,stop_loss,3.314,3.36,3.286042320781009,3.2746527489996886,3.311,0,3.3529999999999998,994595.1,0,False,3.3006,3.2934285714287106,3.2622399999999483,-30.47937774,-0.4988127807241609,0,go_long,go_long,go_long,go_long,go_long,go_long,1,2.7929194244022026,go_long,2.608200000000018,2.674142857142988,go_long,go_long,1111615.8,2.62,False,go_long,go_long,2.62,go_long,1,2.576,0,2.55,2.8159599999999587,2.7127603529886475
46,TRB/USDT:USDT,2022-08-10 17:00:00+00:00,first_buy,stop_loss,37.38,37.5,37.699520910929685,37.763361254646796,36.9,1,37.17,129443.1,0,False,37.47600000000027,37.63285714285724,37.8184000000002,-24.00731612,-0.4032709979017485,1,go_long,go_long,go_long,go_long,go_long,go_long,1,30.29778334649787,go_long,27.138000000000243,27.961428571429003,go_long,go_long,2958334.4,26.77,False,go_long,go_long,26.71,go_long,1,22.97,0,22.77,30.531600000000097,28.433393105745953
42,DYDX/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,stop_loss,2.576,2.578,2.629412606375009,2.7468513188909283,1.986,1,2.171,17119371.4,0,False,2.5176000000000176,2.578428571428702,2.7853199999999587,-25.22806545,-0.4116621517588814,1,go_long,go_long,go_long,go_long,go_long,go_long,1,1.419981038965244,go_long,1.395000000000018,1.4030000000001301,go_long,go_long,4198347.4,1.391,False,go_long,go_long,1.3900000000000001,go_long,1,1.3599999999999999,0,1.329,1.426239999999956,1.4066457245561241
52,TRB/USDT:USDT,2024-01-01 05:45:00+00:00,first_buy,stop_loss,214.964,235.016,176.7923084320218,199.72949535368488,190.0,0,197.208,952045.8,0,False,181.26940000000133,167.96528571428738,177.65067999999965,-23.3471805,-0.3942084707571142,0,go_long,go_long,go_long,go_long,go_long,go_long,1,173.0289130089848,go_long,170.0218000000014,170.67314285714428,go_long,go_long,106094.5,170.776,False,go_long,go_long,170.775,go_long,1,168.639,0,165.3,173.30963999999972,171.53715377928404
45,TRB/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,stop_loss,14.88,14.93,14.831026149571855,14.824734057727117,14.83,0,14.85,4653.3,1,False,14.880000000000138,14.851428571428585,14.87640000000017,-23.84150731,-0.3904027278451944,0,go_long,go_long,go_long,go_long,go_long,go_long,1,10.682987330221446,go_long,9.66400000000015,9.715714285714288,go_long,go_long,82933.3,9.85,False,go_long,go_long,9.3,go_long,1,9.43,0,9.24,10.74560000000017,10.005304819523099
44,TRB/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,stop_loss,35.163,35.164,34.750748980428405,34.52299287749288,34.684,0,35.058,3326.3,0,False,34.9908,34.871,34.49412,-47.55233133,-0.797056835343052,0,go_long,go_long,go_long,go_long,go_long,go_long,1,22.679476846344535,go_long,22.283999999999985,22.2528571428571,go_long,go_long,11385.5,22.59,False,go_long,go_long,22.48,go_long,0,22.17,0,22.14,22.799200000000013,22.442293344146435
1,LINK/USDT:USDT,2021-05-23 13:15:00+00:00,first_buy,trailing_stop_loss,17.417,17.6,18.696600504771215,19.71470936155092,16.338,1,17.318,1794262.68,0,False,17.997200000000092,18.43414285714275,19.649519999999942,-33.97774141,-0.5536807595178331,1,go_long,go_long,go_long,go_long,go_long,go_long,1,11.230254488725635,go_long,11.160600000000176,11.181285714285584,go_long,go_long,102245.69,11.189,False,go_long,go_long,11.165,go_long,1,11.146,0,11.14,11.242440000000043,11.204734580857268
72,SXP/USDT:USDT,2022-05-13 06:45:00+00:00,first_buy,trailing_stop_loss,0.4566,0.46290000000000003,0.44952033816304326,0.4342279799413411,0.4561,1,0.4606,845999.4,0,False,0.45892000000000016,0.4573999999999558,0.4307799999999913,0.00801717,0.00013061430608341307,0,go_long,do_nothing,go_long,go_long,go_long,go_long,1,0.4671878316998693,go_long,0.46664000000000094,0.4672285714285275,go_long,go_long,276852.6,0.468,False,go_long,do_nothing,0.4656,go_long,1,0.4646,0,0.4646,0.46738799999999103,0.4670482106195522
3,LINK/USDT:USDT,2022-05-11 21:15:00+00:00,first_buy,trailing_stop_loss,6.693,6.929,7.011412905357219,7.266526553976077,6.677,1,6.797,1035259.89,0,False,6.86580000000019,6.896428571428445,7.270840000000045,-3.18806471,-0.05194040751143433,1,go_long,go_long,go_long,go_long,go_long,go_long,1,6.493570467590831,go_long,6.546600000000202,6.542285714285606,go_long,go_long,0.0,6.55,False,go_long,go_long,6.55,go_long,0,6.55,1,6.55,6.495440000000054,6.5256388948617605
70,SXP/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,trailing_stop_loss,2.1997,2.4,2.603959852909772,2.957197624223941,1.1007,1,1.1007,6082677.0,0,False,2.3218800000000193,2.5050142857142705,3.0981600000000036,-24.76597969,-0.4035499272055934,1,go_long,do_nothing,go_long,go_long,go_long,go_long,1,0.9878128851260148,go_long,0.9779399999999991,0.9804857142856717,go_long,go_long,223531.4,0.9812000000000001,False,go_long,do_nothing,0.9771000000000001,go_long,1,0.9777,0,0.976,0.9901439999999913,0.9839245907275413
80,BNB/USDT:USDT,2022-05-13 06:45:00+00:00,first_buy,trailing_stop_loss,302.12,304.11,302.98426924980555,296.88490228706445,300.96,1,302.35,16423.2,0,False,304.381999999994,304.78571428571195,298.2331999999978,0.87295271,0.014421707117093258,0,go_long,go_long,go_long,go_long,go_long,go_long,1,306.61700516086285,go_long,305.0959999999932,305.5628571428544,go_long,go_long,25341.81,304.94,False,go_long,go_long,304.82,go_long,1,303.84,0,303.38,307.29759999999794,306.0978986443237
36,DYDX/USDT:USDT,2022-05-11 12:45:00+00:00,first_buy,trailing_stop_loss,2.2,2.2,2.2190663192219073,2.3153362547900245,2.01,1,2.037,5534747.2,0,False,2.1590000000000074,2.182714285714416,2.296439999999936,-8.96876673,-0.1464738748255178,1,go_long,go_long,go_long,go_long,go_long,go_long,1,1.710971960955847,go_long,1.7257999999999982,1.7241428571429824,go_long,go_long,0.0,1.73,False,go_long,go_long,1.73,go_long,0,1.73,0,1.73,1.7099199999999342,1.7212235270768355
13,OGN/USDT:USDT,2022-05-13 03:45:00+00:00,first_buy,trailing_stop_loss,0.2144,0.2184,0.20647141614927209,0.1996027933627194,0.2137,0,0.2184,3025174.0,0,False,0.21332000000001297,0.21018571428571614,0.1950879999999981,-6.58664181,-0.10755249670238227,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.19497237567063413,go_long,0.19594000000001227,0.19580000000000192,go_long,go_long,0.0,0.19640000000000002,False,go_long,go_long,0.19640000000000002,go_long,0,0.19640000000000002,0,0.19640000000000002,0.19477199999999834,0.19558437490231617
62,COMP/USDT:USDT,2022-05-12 05:00:00+00:00,first_buy,trailing_stop_loss,62.52,62.64,64.19183293606014,66.65341121791568,60.65,1,61.21,22323.001,0,False,62.390000000000725,62.707142857142465,67.46359999999883,-5.04502033,-0.08220319027340578,1,go_long,go_long,go_long,go_long,go_long,go_long,1,57.065073163012194,go_long,57.06000000000067,57.071428571428235,go_long,go_long,4490.046,57.27,False,go_long,go_long,57.24,go_long,1,56.86,0,56.63,57.15039999999888,57.106854188265366
87,ETH/USDT:USDT,2022-05-01 23:00:00+00:00,second_buy,trailing_stop_loss,2802.09,2813.27,2799.418319040762,2793.09838607004,2796.75,1,2805.35,12796.2,0,False,2807.784000000029,2805.995714285655,2793.217600000001,20.06183721,0.3408779165850476,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,0,1811.2450581582673,go_short,1823.3380000000277,1818.6642857142378,go_short,go_short,59672.412,1846.57,False,go_short,do_nothing,1839.9,do_nothing,0,1844.43,0,1833.79,1807.9868000000001,1818.5957814375913
116,QTUM/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,trailing_stop_loss,5.193,5.198,5.140596533386886,5.094326210826211,5.132,0,5.171,39556.8,0,False,5.1732000000000005,5.162142857142858,5.090080000000001,-26.73676429,-0.4376573701247302,0,go_long,do_nothing,go_long,go_long,go_long,go_long,0,5.564928589201294,go_long,5.4963999999997135,5.511000000000091,go_long,go_long,36040.6,5.492,False,go_long,do_nothing,5.489,go_long,1,5.485,0,5.467,5.596599999999949,5.532233412369615
34,DYDX/USDT:USDT,2022-02-24 03:30:00+00:00,first_buy,trailing_stop_loss,5.013,5.036,5.162681915757719,5.250850676287199,4.933,1,4.934,534789.8,0,False,5.125400000000001,5.162857142857251,5.248599999999948,-18.9362042,-0.3091989570898262,1,go_long,go_long,go_long,go_long,go_long,go_long,0,3.5631766366903204,go_long,3.5190000000000032,3.5315714285715605,go_long,go_long,192275.4,3.537,False,go_long,go_long,3.513,go_long,1,3.518,0,3.512,3.5750399999999356,3.5468870661797003
107,XRP/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,trailing_stop_loss,0.436,0.43620000000000003,0.43303558360326394,0.43041025641025643,0.43,0,0.434,15463172.8,0,False,0.43484000000000017,0.43435714285714305,0.430508,-24.74521826,-0.4031116225281009,0,go_long,go_long,go_long,go_long,go_long,go_long,0,0.607519857295282,go_long,0.5991000000000002,0.6003142857142955,go_long,go_long,6917493.4,0.5983,False,go_long,go_long,0.598,go_long,1,0.5971000000000001,1,0.5962000000000001,0.6092800000000003,0.6028509870584121
112,MKR/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,trailing_stop_loss,2161.01,2174.47,2147.9312506459314,2132.5830199430197,2148.99,0,2174.39,309.312,0,False,2161.414,2156.6442857142856,2129.7787999999996,-40.14666664,-0.6589792861303126,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1450.0190426845434,go_long,1434.0000000000098,1440.9285714285727,go_long,go_long,162.632,1426.3,False,go_long,go_long,1424.3,go_long,1,1417.1,0,1415.1,1450.3080000000132,1446.545515760016
108,XRP/USDT:USDT,2022-05-11 20:45:00+00:00,first_buy,trailing_stop_loss,0.40990000000000004,0.4136,0.4182037726830722,0.4318247558262863,0.405,1,0.4122,53778787.7,0,False,0.41041999999999934,0.4127428571428666,0.4312000000000003,-4.47817095,-0.07296965409728932,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.385011511812881,go_long,0.3844599999999995,0.38472857142858,go_long,go_long,5537499.4,0.3849,False,go_long,go_long,0.38430000000000003,go_long,1,0.38370000000000004,0,0.38270000000000004,0.3850320000000004,0.38483141717020813
