,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,long-large-rl (exit),short-bid-rl (exit),volume (exit),open (exit),low (exit),short-large-rl (exit),sma-compare (exit),short-small-rl (exit),mean-grad-hist (exit),long-small-rl (exit),ema-12 (exit),sma-05 (exit),long-bid-rl (exit),high (exit),long_jcrosk (exit),ema-26 (exit),sma-07 (exit),close (exit),sma-25 (exit),short_kdj (exit)
84,SOL/USDT:USDT,2020-09-14 13:45:00+00:00,first_buy,stop_loss,3.4332000000000003,3.4495,3.406024102076787,3.3666913105413103,3.3816,0,3.4124,62631.0,0,False,3.436839999999998,3.4248571428571424,3.36496,-15.98742298,-0.2752943853059511,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2020-09-16 14:45:00+00:00,go_long,go_long,78172.0,2.5522,2.5065,go_long,1,do_nothing,1,do_nothing,2.5967696726091396,2.5424799999999963,go_long,2.5678,1,2.560569147499704,2.546299999999999,2.5065,2.598532000000003,False
134,NEO/USDT:USDT,2022-05-09 16:45:00+00:00,first_buy,stop_loss,14.587,14.628,14.662434346432939,14.854704779573245,14.061,1,14.097,82284.82,1,False,14.518000000000336,14.586714285713494,14.837160000000281,-16.94875317,-0.2761135506723343,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-05-11 20:45:00+00:00,go_long,go_long,81969.53,10.571,10.426,go_long,1,do_nothing,0,do_nothing,11.197551296962027,10.576600000000346,go_long,10.602,0,10.770087657305123,10.60442857142778,10.583,11.207880000000282,False
82,BCH/USDT:USDT,2024-03-02 20:00:00+00:00,second_buy,stop_loss,456.21,466.71,453.4537318910375,447.22893453251896,455.97,0,464.41,46102.636,0,False,457.3360000000055,455.77999999998957,449.55680000000126,-16.06978019,-0.26236354985529686,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2024-03-29 09:45:00+00:00,go_long,go_short,22905.043,587.34,584.61,go_long,0,do_nothing,0,do_nothing,579.2027761489547,583.5820000000061,go_short,589.22,0,581.7362147099013,582.1228571428458,588.09,579.4092000000016,False
119,ATOM/USDT:USDT,2021-03-02 02:15:00+00:00,second_buy,stop_loss,18.618,19.105,18.688694205246094,18.553966123664665,18.599,0,19.105,61125.02,0,False,18.709800000000023,18.713999999999945,18.46259999999995,-14.42345925,-0.23554790642862336,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-03-18 15:30:00+00:00,go_long,go_short,181357.71,24.045,23.78,go_long,0,do_nothing,0,do_nothing,22.925625563099523,23.76019999999996,go_short,24.309,1,23.397390986001557,23.51728571428559,24.034,22.966079999999998,False
81,BCH/USDT:USDT,2024-03-02 01:30:00+00:00,second_buy,stop_loss,360.67,374.0,334.09735011479654,324.8796602124339,355.0,0,364.0,201589.359,0,False,344.06400000000576,336.74999999998965,320.7320000000012,-16.8096306,-0.27515791890791885,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2024-03-02 19:45:00+00:00,go_long,go_short,34641.665,459.79,453.96,go_long,0,do_nothing,0,do_nothing,445.8544492951205,454.6400000000055,go_short,461.0,0,451.4616831439534,453.41285714284675,456.2,448.92840000000126,False
80,BCH/USDT:USDT,2023-06-30 02:45:00+00:00,second_buy,stop_loss,274.35,327.23,266.6462001501191,258.34888569737893,272.25,0,290.14,1702677.912,1,False,273.27000000000527,269.914285714276,254.7896000000011,-18.14694149,-0.29674118499415825,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2024-03-02 01:15:00+00:00,go_long,go_short,117174.809,339.07,336.92,go_long,0,do_nothing,0,do_nothing,321.7500330294286,335.32000000000573,go_short,361.8,0,328.6605046811232,329.8328571428468,360.66,318.64680000000124,False
79,BCH/USDT:USDT,2023-06-26 14:30:00+00:00,second_buy,stop_loss,224.51,227.07,209.94850985895417,202.98503579442502,221.57,0,224.07,666010.7,0,False,219.21000000000535,213.11142857141914,199.37480000000107,-17.38794435,-0.2845227584160108,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2023-06-30 02:30:00+00:00,go_long,go_short,503140.755,270.73,269.7,go_long,0,do_nothing,0,do_nothing,255.80559655316927,267.5840000000053,go_short,274.98,0,262.37460017741347,265.8799999999903,274.35,253.00920000000107,False
78,BCH/USDT:USDT,2022-05-28 17:30:00+00:00,second_buy,stop_loss,177.87,178.09,177.77511612360013,177.50184510178215,176.77,1,177.48,10534.362,1,False,177.79000000000374,177.85428571427616,177.57200000000117,-22.05876403,-0.3606178099655218,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2023-06-26 14:15:00+00:00,go_long,go_short,608895.057,222.28,218.51,go_long,0,do_nothing,0,do_nothing,201.29823865797903,213.91200000000535,go_short,225.0,0,207.38096619694585,209.41285714284774,224.5,198.1484000000011,False
92,SOL/USDT:USDT,2022-05-28 17:30:00+00:00,first_buy,stop_loss,43.2,43.23,42.80287627197296,42.43204369194479,42.56,1,42.82,558451.0,0,False,43.12199999999734,43.0671428571431,42.317600000000255,-11.8465172,-0.2764466834263611,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-06-12 05:15:00+00:00,go_long,go_long,625513.0,31.72,31.32,go_long,1,do_nothing,1,do_nothing,32.724838952675725,31.8499999999973,go_long,31.83,0,32.13491272825243,31.995714285714666,31.44,32.892800000000264,False
111,ATOM/USDT:USDT,2020-08-09 07:15:00+00:00,second_buy,stop_loss,4.604,4.679,4.503489560963048,4.453126466307651,4.6,0,4.677,194311.12,0,False,4.537999999999977,4.504999999999986,4.465479999999982,-16.20677928,-0.2645825316560777,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2020-08-12 19:15:00+00:00,go_long,go_short,222907.52,5.71,5.71,go_long,0,do_nothing,0,do_nothing,5.631424976446971,5.761599999999967,go_short,5.893,0,5.735470558004349,5.767999999999994,5.877,5.6340799999999875,False
120,ATOM/USDT:USDT,2021-03-18 15:45:00+00:00,second_buy,stop_loss,24.045,24.54,23.55379237277055,23.035875521388448,24.019,0,24.414,203208.23,0,False,23.94559999999996,23.742714285714158,23.044199999999996,-9.56859056,-0.15635513716222105,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-05-07 15:30:00+00:00,go_long,go_short,1133840.43,27.585,27.36,go_long,0,do_nothing,0,do_nothing,26.26892555418134,27.36099999999997,go_short,29.61,0,26.791874620487636,26.900714285714066,29.478,26.056760000000164,False
95,SOL/USDT:USDT,2022-11-09 08:15:00+00:00,first_buy,stop_loss,18.22,18.24,18.79913049700424,19.977633443574838,15.76,1,15.95,15269248.0,0,False,18.229999999997254,18.474285714285482,20.097200000000342,-12.637725,-0.26401296319740486,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-11-09 17:45:00+00:00,go_long,go_long,7578762.0,12.822,12.75,go_long,0,do_nothing,1,do_nothing,15.018140248768425,13.41699999999725,go_long,13.594,0,13.991726683566036,13.238999999999772,12.989,15.493640000000346,False
110,ATOM/USDT:USDT,2020-07-09 17:15:00+00:00,second_buy,stop_loss,3.612,3.713,3.5559951008180493,3.557071885204506,3.607,0,3.646,409127.31,0,False,3.550999999999995,3.532285714285709,3.5865999999999834,-13.32390949,-0.21743257484243456,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2020-08-09 07:00:00+00:00,go_long,go_short,269035.61,4.5120000000000005,4.507,go_long,0,do_nothing,0,do_nothing,4.435216583612264,4.484599999999977,go_short,4.633,0,4.471942208410875,4.468142857142843,4.606,4.4521599999999815,False
109,ATOM/USDT:USDT,2020-04-25 14:45:00+00:00,second_buy,stop_loss,2.87,2.898,2.862868996796902,2.842326826771353,2.8689999999999998,0,2.888,166674.53,0,False,2.871199999999983,2.8699999999999966,2.8486399999999876,-13.63779812,-0.22257748615184447,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2020-07-09 17:00:00+00:00,go_long,go_short,433481.49,3.4859999999999998,3.438,go_long,0,do_nothing,0,do_nothing,3.5499576360208662,3.519799999999995,go_short,3.63,0,3.5396305736940583,3.510999999999995,3.612,3.5813999999999835,False
108,ATOM/USDT:USDT,2020-04-21 23:45:00+00:00,second_buy,stop_loss,2.29,2.29,2.288612148761703,2.2878750062645667,2.271,1,2.2720000000000002,11616.49,0,False,2.288799999999985,2.2894285714285627,2.289799999999987,-16.62921828,-0.27135276708633516,1,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2020-04-25 14:30:00+00:00,go_long,go_short,61392.29,2.858,2.85,go_long,0,do_nothing,1,do_nothing,2.8386729729130615,2.8667999999999827,go_short,2.87,0,2.858299723487248,2.867142857142853,2.87,2.8447199999999877,False
121,ATOM/USDT:USDT,2021-05-07 15:45:00+00:00,second_buy,stop_loss,29.478,31.645,27.402663140412617,26.60174588350124,28.911,0,30.762,1588263.42,1,False,28.233399999999968,27.61014285714264,26.264480000000166,-14.48462589,-0.23680422743944332,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-09-18 14:15:00+00:00,go_long,go_short,931175.26,38.198,38.113,go_long,0,do_nothing,0,do_nothing,36.75359766389462,38.26239999999983,go_short,39.2,0,37.6212027944447,38.14899999999972,39.157,36.51244000000014,False
112,ATOM/USDT:USDT,2020-08-12 19:30:00+00:00,second_buy,stop_loss,5.878,5.973,5.770013549080603,5.655763867080529,5.872,0,5.96,261422.37,0,False,5.799399999999967,5.796428571428565,5.658999999999988,-15.77353734,-0.25745538228074866,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2020-08-23 09:30:00+00:00,go_long,go_short,122820.76,7.239,7.22,go_long,0,do_nothing,0,do_nothing,7.136829250355004,7.210599999999954,go_short,7.304,0,7.215672484410582,7.22157142857142,7.247,7.2155200000000015,False
113,ATOM/USDT:USDT,2020-08-23 09:45:00+00:00,second_buy,stop_loss,7.248,7.6,7.2486459483474155,7.158545602180559,7.245,0,7.43,644863.59,0,False,7.261199999999954,7.241428571428562,7.2339600000000015,-10.62339414,-0.17348224916461796,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-01-16 15:00:00+00:00,go_long,go_short,248122.22,8.836,8.722,go_long,0,do_nothing,0,do_nothing,8.4852628584744,8.631999999999938,go_short,8.923,0,8.60642231897936,8.608714285714258,8.777,8.512160000000005,False
105,MINA/USDT:USDT,2023-02-11 13:30:00+00:00,second_buy,stop_loss,1.031,1.0763,0.9865902566721044,0.9626602384800272,1.0308,0,1.055,16555953.0,0,False,1.0028399999999995,0.9920714285714288,0.9625360000000002,-17.00229311,-0.2780860700116079,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2023-12-26 20:00:00+00:00,go_long,go_short,6758714.0,1.2458,1.238,go_long,0,do_nothing,0,do_nothing,1.185973994676095,1.2302399999999967,go_short,1.2802,0,1.2058286649269911,1.2128571428571444,1.2802,1.179459999999998,False
104,MINA/USDT:USDT,2023-02-07 17:45:00+00:00,second_buy,stop_loss,0.8213,0.8338,0.8275114093006203,0.8344507122507123,0.8198000000000001,0,0.8272,186482.0,0,False,0.8261400000000005,0.8251428571428577,0.8342080000000002,-16.864773,-0.27538685213199415,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2023-02-11 13:15:00+00:00,go_long,go_short,18288346.0,0.9772000000000001,0.976,go_long,0,do_nothing,0,do_nothing,0.9552730575584294,0.9851199999999996,go_short,1.05,0,0.9741521215215779,0.977514285714286,1.0309,0.9567720000000003,False
114,ATOM/USDT:USDT,2021-01-16 15:15:00+00:00,second_buy,stop_loss,8.784,9.522,8.732972731444073,8.555169313402223,8.779,0,9.429,862093.14,0,False,8.820599999999938,8.723428571428544,8.560240000000004,-14.01796138,-0.22898692125981665,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-02-05 17:30:00+00:00,go_long,go_short,641164.74,11.321,11.032,go_long,0,do_nothing,0,do_nothing,10.299680189481979,10.963199999999926,go_short,11.78,0,10.656979719453965,10.802571428571367,11.686,10.19971999999999,False
102,NMR/USDT:USDT,2024-02-19 10:30:00+00:00,second_buy,stop_loss,36.13,36.98,35.43804373399665,34.972753401469014,35.89,0,36.05,61343.3,0,False,35.89599999999983,35.60285714285733,34.98120000000002,-15.94863285,-0.2604976331475475,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2024-03-09 20:15:00+00:00,go_long,go_short,47678.2,42.91,42.91,go_long,0,do_nothing,0,do_nothing,42.870325606327185,43.42999999999982,go_short,45.24,0,43.145241384702224,43.21571428571442,45.08,42.74640000000005,False
115,ATOM/USDT:USDT,2021-02-05 17:45:00+00:00,second_buy,stop_loss,11.678,12.642,10.918828993384125,10.4522223976685,11.514,0,12.359,1118123.5,0,False,11.296399999999927,11.104857142857082,10.30007999999999,-15.80946897,-0.25807518571714155,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-02-11 06:15:00+00:00,go_long,go_short,92781.39,15.354,15.239,go_long,0,do_nothing,0,do_nothing,15.15736430720771,15.292399999999947,go_short,15.439,0,15.255349645953643,15.253571428571354,15.438,15.160320000000004,False
124,ATOM/USDT:USDT,2022-05-28 17:30:00+00:00,second_buy,stop_loss,9.577,9.577,9.534561989832586,9.512189454541925,9.379,1,9.421,451624.02,0,False,9.551400000000022,9.559285714285428,9.511520000000434,-17.81129464,-0.29085903661323215,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2022-08-08 13:45:00+00:00,go_long,go_short,166139.1,11.749,11.728,go_long,0,do_nothing,0,do_nothing,11.74507931037823,11.781399999999968,go_short,11.848,0,11.797235342558663,11.806142857142623,11.825,11.765680000000476,False
101,NMR/USDT:USDT,2024-02-04 16:15:00+00:00,second_buy,stop_loss,27.8,29.57,27.410420001946317,26.843212445763672,27.64,0,28.91,1008077.9,1,False,27.809999999999768,27.54571428571449,26.890799999999984,-16.65614458,-0.27472099847417036,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2024-02-19 10:15:00+00:00,go_long,go_short,45783.5,35.86,35.5,go_long,0,do_nothing,0,do_nothing,34.88657367358653,35.71999999999983,go_short,36.36,1,35.32677895835968,35.4642857142859,36.09,34.92000000000002,False
100,NMR/USDT:USDT,2023-09-02 17:45:00+00:00,second_buy,stop_loss,21.64,23.19,19.119091684847252,17.613543566560566,21.22,0,22.64,2815005.8,0,False,20.441999999999886,19.54142857142861,17.502799999999997,-20.57920834,-0.3371435516300576,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2024-02-04 16:00:00+00:00,go_long,go_short,223036.5,27.68,27.55,go_long,0,do_nothing,0,do_nothing,26.677869441424768,27.40199999999977,go_short,27.93,0,27.137769093209283,27.242857142857343,27.8,26.78399999999999,False
99,NMR/USDT:USDT,2023-09-02 12:30:00+00:00,second_buy,stop_loss,16.25,17.74,15.819731527567594,14.564597308948256,16.13,1,17.24,1864508.9,0,False,16.641999999999886,16.348571428571468,14.2472,-17.93108605,-0.29729250658526024,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2023-09-02 17:30:00+00:00,go_long,go_short,2346356.6,20.29,20.06,go_long,0,do_nothing,0,do_nothing,17.211427051885412,19.407999999999884,go_short,21.7,0,18.478926536637662,18.73285714285718,21.65,17.246,False
125,ATOM/USDT:USDT,2022-08-08 14:00:00+00:00,second_buy,stop_loss,11.825,12.021,11.816429905241945,11.75818454664651,11.805,0,11.922,437628.18,0,False,11.809399999999968,11.811999999999767,11.781440000000476,-17.10989507,-0.27951559981440877,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2022-09-09 08:15:00+00:00,go_long,go_short,862008.65,14.452,14.409,go_long,0,do_nothing,0,do_nothing,14.099203704120988,14.303399999999993,go_short,14.598,0,14.219650030921215,14.243428571428385,14.502,14.065840000000499,False
98,NMR/USDT:USDT,2023-06-22 18:45:00+00:00,second_buy,stop_loss,13.65,13.76,13.677509806699982,13.73823361823362,13.61,0,13.62,3533.9,1,False,13.710000000000004,13.689999999999996,13.725600000000004,-18.64764829,-0.3110223041289757,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2023-09-02 12:15:00+00:00,go_long,go_short,1393382.4,16.67,15.89,go_long,0,do_nothing,1,do_nothing,14.350565093664118,16.365999999999886,go_short,16.98,0,15.561500896216248,16.062857142857183,16.26,14.011600000000001,False
117,ATOM/USDT:USDT,2021-02-12 06:30:00+00:00,second_buy,stop_loss,19.719,20.861,19.18844014462771,18.617570077323577,19.614,0,20.777,457608.32,0,False,19.660999999999937,19.389142857142783,18.415799999999997,-16.18244008,-0.26427297971157104,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-02-16 16:30:00+00:00,go_long,go_short,218007.31,25.485,25.24,go_long,0,do_nothing,0,do_nothing,25.289734384091346,25.315199999999972,go_short,25.818,0,25.34163623821299,25.312999999999967,25.511,25.47067999999997,False
96,SOL/USDT:USDT,2022-11-09 18:00:00+00:00,first_buy,stop_loss,12.988,13.108,13.61069180917126,14.758648378489283,11.51,1,11.515,10263054.0,0,False,12.90699999999725,13.03099999999977,15.289440000000345,-7.19009687,-0.12477918797957016,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-12-29 20:30:00+00:00,go_long,go_long,4005549.0,8.656,8.511,go_long,1,do_nothing,1,do_nothing,9.136894410611127,8.704799999997263,go_long,8.715,0,8.938932852936098,8.825857142856876,8.517,9.221440000000335,False
94,SOL/USDT:USDT,2022-11-08 18:30:00+00:00,first_buy,stop_loss,24.12,24.38,26.5200860780314,27.277157077113177,22.2,1,23.77,7326992.0,0,False,25.243999999997264,26.075714285714035,27.561600000000343,-12.5115058,-0.26302623723078267,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-11-09 08:00:00+00:00,go_long,go_long,5981512.0,18.68,18.05,go_long,1,do_nothing,1,do_nothing,20.299844119060825,18.837999999997255,go_long,18.94,0,19.31715422373228,18.922857142856913,18.22,20.337200000000344,False
93,SOL/USDT:USDT,2022-06-12 05:30:00+00:00,first_buy,stop_loss,31.44,31.65,31.975695385444364,32.60448051173678,31.04,1,31.1,717586.0,0,False,31.633999999997297,31.80142857142895,32.776400000000265,-8.76691627,-0.2816128010253412,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-11-08 18:15:00+00:00,go_long,go_long,8526345.0,25.26,22.8,go_long,1,do_nothing,1,do_nothing,27.55772964328223,25.929999999997268,go_long,25.98,0,27.020101728582564,27.031428571428318,24.13,27.741600000000343,False
0,AAVE/USDT:USDT,2020-10-16 13:45:00+00:00,second_buy,stop_loss,41.656,41.7,41.562306892638226,41.55222364672365,41.4,0,41.693,3578.7,0,False,41.62999999999998,41.55414285714286,41.653800000000004,-16.34784076,-0.280358769838766,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2020-11-08 19:00:00+00:00,go_long,go_short,26455.4,51.471,51.169,go_long,0,do_nothing,0,do_nothing,50.05246492384549,51.04480000000011,go_short,52.078,0,50.79892253615913,50.96542857142847,51.921,50.253360000000036,False
74,BCH/USDT:USDT,2021-04-14 04:15:00+00:00,second_buy,stop_loss,814.31,828.71,802.9026093134487,782.7255453835035,813.98,1,820.27,23659.204,0,False,817.8180000000009,813.9842857142864,774.1671999999998,-16.38307107,-0.2701692919052779,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2021-04-16 16:00:00+00:00,go_long,go_short,158873.857,940.64,937.89,go_long,0,do_nothing,0,do_nothing,897.7855778091899,921.3380000000012,go_short,1032.0,0,906.6125006309518,906.6628571428581,1003.57,890.4847999999998,False
34,TRB/USDT:USDT,2020-09-03 13:45:00+00:00,first_buy,stop_loss,50.345,50.544,51.06105278752202,55.190816239316234,49.982,0,50.389,2715.9,0,False,49.419,48.5292857142857,55.08231999999998,-16.77002781,-0.2769722277682639,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2020-09-05 11:00:00+00:00,go_long,go_long,5415.8,37.317,36.816,go_long,1,do_nothing,1,do_nothing,42.534994403895716,39.04820000000001,go_long,37.366,0,40.63762904003346,39.90057142857139,36.979,43.34383999999999,False
32,1000SHIB/USDT:USDT,2024-03-04 17:00:00+00:00,second_buy,stop_loss,0.033031,0.036574999999999996,0.029947521989635496,0.02834742547985534,0.032392,0,0.034623999999999995,11722035702.0,0,False,0.03138800000000004,0.03062571428571426,0.02770680000000002,-16.96348882,-0.2769117252369489,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2024-03-05 00:45:00+00:00,go_long,go_short,4079516860.0,0.039487,0.03801,go_long,0,do_nothing,0,go_short,0.034925966013870095,0.03813980000000004,go_short,0.041883,0,0.036855167504223865,0.03746614285714284,0.041443999999999995,0.03475156000000003,False
31,1000SHIB/USDT:USDT,2024-03-04 15:30:00+00:00,second_buy,stop_loss,0.028086999999999997,0.029158,0.02716668500563658,0.026644729803000273,0.027978,0,0.028457999999999997,3483145783.0,1,False,0.027603000000000044,0.02725228571428569,0.026610160000000018,-16.97386477,-0.27702427045118566,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2024-03-04 16:45:00+00:00,go_long,go_short,6979699148.0,0.030220000000000004,0.030160000000000003,go_long,0,do_nothing,0,go_short,0.027845299518243764,0.030259600000000043,go_short,0.033606,0,0.029097253260478316,0.02969285714285712,0.033031,0.02735636000000002,False
30,1000SHIB/USDT:USDT,2024-03-02 08:00:00+00:00,second_buy,stop_loss,0.021966,0.022536999999999998,0.021134043775625527,0.020240173992110082,0.021581,0,0.022324,4321822587.0,1,False,0.021714400000000043,0.021406714285714234,0.020331160000000025,-16.70390867,-0.2725611019103353,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2024-03-04 15:15:00+00:00,go_long,go_short,2189436266.0,0.027247999999999998,0.027004999999999998,go_long,0,do_nothing,0,go_short,0.026499668187240293,0.027194400000000042,go_short,0.028422,0,0.02693190046120687,0.026976428571428544,0.028093999999999997,0.026543560000000018,False
29,1000SHIB/USDT:USDT,2022-08-14 16:15:00+00:00,second_buy,stop_loss,0.016888,0.017648,0.016242724092618486,0.01575104694429984,0.016821,0,0.01763,10116169358.0,0,False,0.016728599999999844,0.016420571428571673,0.015705320000000023,-11.79450204,-0.1924896489927059,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2024-03-02 07:45:00+00:00,go_long,go_short,2134480438.0,0.021526,0.021058999999999998,go_long,0,do_nothing,0,go_short,0.020073467911478887,0.021362200000000043,go_short,0.022,0,0.020917688098466534,0.02120399999999995,0.021976,0.020208480000000025,False
28,1000SHIB/USDT:USDT,2022-08-14 04:15:00+00:00,second_buy,stop_loss,0.012908,0.01378,0.012937816723543353,0.012814080262091628,0.012908,0,0.013715999999999999,3388897100.0,0,False,0.013027199999999845,0.01297000000000025,0.012756240000000021,-16.99388326,-0.27731043289313373,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2022-08-14 16:00:00+00:00,go_long,go_short,6431854303.0,0.016508,0.016503,go_long,0,do_nothing,0,go_short,0.015600730699843827,0.01634119999999984,go_short,0.0171,0,0.015990492109458212,0.016109142857143103,0.016899,0.015620760000000022,False
27,1000SHIB/USDT:USDT,2022-05-28 17:30:00+00:00,second_buy,stop_loss,0.010761999999999999,0.010768,0.010720407975152186,0.010701063087019418,0.010602,1,0.010657,470696908.0,1,False,0.010739799999999891,0.01073300000000024,0.010712039999999999,-17.58104653,-0.286868415050862,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2022-08-14 04:00:00+00:00,go_long,go_short,451902388.0,0.012877999999999999,0.012875,go_long,0,do_nothing,0,go_short,0.012741926683058959,0.012846199999999846,go_short,0.012950000000000001,0,0.01279632885509669,0.01283014285714311,0.012908999999999999,0.01271536000000002,False
24,1000SHIB/USDT:USDT,2021-10-27 07:15:00+00:00,second_buy,stop_loss,0.056776,0.059281,0.054102305717260296,0.05210534451140443,0.056400000000000006,0,0.058031,6739738220.0,0,False,0.055139999999999925,0.05477557142857152,0.05151211999999996,-17.38833127,-0.283764050995792,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2021-10-27 19:00:00+00:00,go_long,go_short,5493381541.0,0.068602,0.06765,go_long,0,do_nothing,0,go_short,0.0646695886196352,0.0687947999999999,go_short,0.07364899999999999,0,0.0675932350172405,0.06850957142857152,0.072777,0.06464955999999995,False
23,1000SHIB/USDT:USDT,2021-10-26 11:15:00+00:00,second_buy,stop_loss,0.044060999999999996,0.046321,0.0432652369135853,0.042615814665542255,0.043781,0,0.045646,7047240309.0,0,False,0.04384439999999991,0.043415857142857235,0.04234603999999994,-17.00575243,-0.2776175899249987,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2021-10-27 07:00:00+00:00,go_long,go_short,5297396070.0,0.053748,0.053731999999999995,go_long,0,do_nothing,0,go_short,0.05163129207231679,0.05441179999999992,go_short,0.0575,0,0.053387997665853074,0.054126714285714375,0.05677000000000001,0.05108087999999996,False
22,1000SHIB/USDT:USDT,2021-05-11 00:15:00+00:00,second_buy,stop_loss,0.034835,0.036354,0.03421613562907227,0.030872259259259256,0.034644,0,0.035113,333968278.0,0,False,0.0357752,0.03618542857142857,0.031042799999999995,-18.41142826,-0.30052883564771865,0,go_short,do_nothing,go_long,go_long,go_short,go_short,2021-10-26 11:00:00+00:00,go_long,go_short,1792275634.0,0.043287,0.043222,go_long,0,do_nothing,0,go_short,0.04237339983878564,0.04320319999999991,go_short,0.044338999999999996,0,0.04283237089787354,0.04293057142857152,0.04408,0.04218619999999993,False
20,INJ/USDT:USDT,2022-08-17 09:30:00+00:00,first_buy,stop_loss,2.023,2.083,2.0651254289751404,2.097482905982906,2.02,0,2.079,188945.4,0,False,2.0494000000000008,2.048857142857144,2.0947999999999998,-16.63240067,-0.2713135574461135,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-08-28 23:15:00+00:00,go_long,go_long,88269.8,1.553,1.5310000000000001,go_long,1,do_nothing,1,do_nothing,1.5701960546052864,1.5530000000000004,go_long,1.554,0,1.5617097854577235,1.5575714285714304,1.5430000000000001,1.5729200000000012,False
