open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,predicted_action,reward
246.95,246.95,249.5030027052572,251.4459792346798,244.5,1,246.25,69974.0,252.15799999999945,0,0,1,34937.342862935926,35036.657137064074,0,go_long,-0.8077112
265.6,265.6,265.5598950099493,266.95765324376777,260.0,1,260.0,67537.0,267.2839999999995,0,0,1,33408.713850837135,34128.286149162865,0,go_long,-0.432183
0.4689,0.4822,0.4614098040113973,0.4469437957476013,0.4663,0,0.4783,8972.0,0.4432999999999938,0,0,0,4530.519003378378,4441.480996621622,1,go_long,1.420853
1.0491,1.0736,1.0159973117866354,0.9998054732804104,1.049,0,1.0649,1562.0,1.0008799999999929,0,0,0,786.8371807000946,775.1628192999054,1,go_long,-2.354617
184.35,196.0,221.3809589024092,234.4336057169327,159.95,1,186.6,452281.0,238.51999999999967,0,0,1,227512.15689446017,224768.84310553983,0,go_long,3.2684545
1.3091,1.3091,1.327698380808626,1.361650370578643,1.1536,1,1.1644,17013.0,1.356367999999995,0,0,1,8008.868890236507,9004.131109763493,1,go_long,-3.135397
1.1895,1.1905,1.2129332301866864,1.2419881844037193,1.1508,1,1.1611,6469.0,1.2541439999999964,0,0,1,3195.420701097592,3273.579298902408,1,go_long,3.118923
0.8343,0.854,0.825310915641324,0.8165623510506904,0.8343,0,0.8448,10312.0,0.8132959999999967,0,0,0,5188.242272646061,5123.75772735394,1,go_long,-0.336235
0.8769,0.8782000000000001,0.8698164249179298,0.8641251342315862,0.874,0,0.8782000000000001,920.0,0.8638239999999955,0,0,0,460.3407213264202,459.6592786735799,1,go_long,2.221659
472.0,472.0,475.0785505503237,481.3459068882104,415.25,1,434.15,318193.0,483.7939999999994,0,0,1,152451.01909176185,165741.98090823815,0,go_long,-3.2103918
327.6,327.95,334.4430563124217,341.4666517335412,321.0,0,324.5,11441.0,345.38800000000003,0,0,1,5693.305474620457,5747.694525379543,0,go_long,3.6473625
190.95,192.85,191.2258492292983,191.07443019943025,190.95,0,192.75,2086.0,190.942,0,0,0,1047.8928850664581,1038.1071149335417,0,go_long,6.521178
0.6424000000000001,0.6614,0.6308103999223346,0.620738142087857,0.6417,0,0.6614,7926.0,0.6198319999999943,0,0,0,4020.751955821445,3905.2480441785556,1,go_long,1.827603
0.3759,0.38,0.3732702178933178,0.3690733814245205,0.374,1,0.3741,8298.0,0.3678759999999935,0,0,0,4139.042399999999,4158.957600000001,1,go_long,-0.93665209
0.46197,0.46523,0.4505665136121113,0.4400653401709316,0.45713,1,0.45767,21376.0,0.4369067999999941,0,0,0,10638.02566221565,10737.97433778435,1,go_long,1.59115949
0.5488900000000001,0.5555500000000001,0.5174988433497995,0.50459400092466,0.53119,1,0.5329,49954.0,0.5002911999999942,1,0,0,24607.813531276865,25346.186468723135,1,go_long,0.72735941
0.44871,0.47238,0.4401828655206953,0.4242852305034775,0.44871,0,0.4661,49083.0,0.4219443999999941,0,0,0,25008.01947945475,24074.98052054525,1,go_long,-0.89681786
258.0,258.0,263.0747977826645,264.3958035996143,251.75,1,257.35,43386.0,264.78199999999947,0,0,1,21665.639080236735,21720.360919763265,0,go_long,0.0876378
415.06,415.32,419.23521843205,422.0598131910398,412.93,1,413.43,23277.0,423.4048000000005,0,0,1,11615.602010887276,11661.397989112722,0,go_long,-1.82394098
0.13255,0.13551,0.1410562873862721,0.1434878075364031,0.12668,1,0.13236,1820.0,0.1441912000000004,0,0,1,909.347325506776,910.6526744932243,0,go_long,15.1904963
344.57,345.05,348.0200203245099,349.8756867700023,341.04,1,343.51,121122.0,351.44240000000286,0,0,1,60467.7046564353,60654.29534356471,0,go_long,0.40720081
11.4968,11.4968,11.47487780965211,11.500764534724595,11.1397,1,11.2439,11247.0,11.491296000000162,1,0,1,5560.960889506479,5686.039110493521,1,go_long,0.80466352
10.2302,10.466,10.21234500076379,10.16559435792941,10.2221,0,10.4225,18966.0,10.164228000000136,0,0,0,9571.297457475293,9394.702542524707,1,go_long,-0.9769072
11.157,11.157,11.206579375154336,11.169568104407166,10.941,1,10.982,17252.0,11.235200000000168,1,0,1,8557.814896788472,8694.185103211528,1,go_long,-3.30056307
3.9,3.905,3.872026534246956,3.856376068376068,3.876,0,3.888,17.0,3.85356,0,0,0,8.486902927580894,8.513097072419106,0,go_long,0.653826
4.219,4.225,4.241053268241177,4.2480210003030585,4.211,0,4.217,23.0,4.277560000000003,0,0,1,11.497273589378851,11.502726410621149,0,go_long,0.712426
4.6370000000000005,4.65,4.701362717006044,4.746068558656266,4.5600000000000005,1,4.589,14542.0,4.765800000000006,0,0,1,7233.171255148494,7308.828744851506,0,go_long,-2.082274
11.0609,11.0609,11.126578806648515,11.17135885182961,10.9609,1,11.0294,2903.0,11.16796800000024,0,0,1,1449.4302114502748,1453.5697885497257,1,go_long,-3.5952104
1.295,1.314,1.5121588189689394,1.6817262379095672,1.165,1,1.169,31907.0,1.7287199999999965,0,0,1,15137.696022727274,16769.303977272724,0,go_long,9.89144
2.658,2.66,2.7134180141235538,2.7545874275090463,2.3,1,2.461,76825.0,2.77064,0,0,1,36934.23031842156,39890.76968157844,0,go_long,2.086108
3.001,3.005,3.0367626911926595,3.054004357007662,2.974,1,3.005,6696.0,3.057000000000015,0,0,1,3350.22977022977,3345.7702297702294,0,go_long,3.45849
4.243,4.243,4.274421499277543,4.259646250236564,4.165,1,4.186,22151.0,4.298160000000016,0,0,1,11000.60339304781,11150.39660695219,0,go_long,-1.501262
4.118,4.128,4.08606369920609,4.106386397181595,3.38,1,3.641,122440.0,4.1202800000000135,0,0,1,57456.378399278256,64983.621600721744,0,go_long,7.717776
4.987,5.041,5.428483518251442,5.563814458351396,4.524,1,4.968,53642.0,5.587040000000007,0,0,1,26769.809743847312,26872.190256152684,0,go_long,0.24786
5.21,5.211,5.334942679952642,5.393296254704774,5.092,1,5.171,12847.0,5.422879999999988,0,0,1,6399.367787303728,6447.632212696271,0,go_long,-0.384967
2.435,2.44,2.500400564818551,2.5333615388266306,2.393,1,2.419,12220.0,2.55484,0,0,1,6089.859909353111,6130.140090646889,0,go_long,0.971728
12.6009,12.6034,12.254165720685924,11.995156855721175,12.5775,0,12.6034,119.0,12.02444800000016,1,0,0,59.50590177072961,59.49409822927039,1,go_long,-3.2364515
12.28,12.28,12.343623044970911,12.514204091313944,11.989,1,11.989,128.0,12.467964000000164,0,0,1,63.23260126086778,64.76739873913223,1,go_long,-0.398426
12.3062,12.3062,12.650906028884805,12.817342252920303,12.3037,1,12.3037,2.0,12.725924000000203,1,0,1,0.9998984148655622,1.000101585134438,1,go_long,-0.7402449
9.943,9.953,10.067448915838154,10.198093692571716,9.914,0,9.95,70874.0,10.272239999999918,0,0,1,35449.46966269542,35424.53033730458,0,go_long,0.99272107
11.22,11.297,11.4254940741304,11.53794628021176,11.114,0,11.262,49258.0,11.56307999999994,0,0,1,24675.010942087003,24582.989057912997,0,go_long,-0.84546825
12.332,12.368,12.785806511851291,13.055829143410858,10.282,1,11.753,2321510.0,13.141719999999944,0,0,1,1132850.6136599544,1188659.3863400456,0,go_long,-1.59968192
5.0373,5.0373,5.34612941884305,5.644861111111111,4.5685,0,4.8,11148.0,5.620948000000001,0,0,1,5439.5413375621365,5708.458662437865,1,go_long,0.1778032
4.4378,4.7229,4.282732640374026,4.195572223954659,4.3751,0,4.6265,16254.0,4.1685840000000045,0,0,0,8296.187350374546,7957.8126496254545,1,go_long,0.8351472
4.1578,4.2,4.042930281482558,3.971079497421993,4.1578,0,4.2,985.0,3.932880000000003,0,0,0,494.9867189930364,490.0132810069635,1,go_long,0.82404
3.7212,3.8155,3.6776257782013095,3.634741240856596,3.7212,0,3.8155,921.0,3.625540000000006,0,0,0,466.26182546737965,454.73817453262035,1,go_long,0.5522336
3.4999,3.5055,3.458698277369155,3.442315744460309,3.4999,0,3.5055,70.0,3.4395559999999974,0,0,0,35.027978416650015,34.972021583349985,1,go_long,-0.3731614
3.5807,3.8688,3.4833476002992243,3.345374712023961,3.5793,0,3.7771,16841.0,3.2919400000000074,0,0,0,8645.26639756449,8195.733602435512,1,go_long,-1.6611556
4.6,4.6329,4.362870432457041,4.32199347934633,4.5212,0,4.5212,354.0,4.312427999999999,0,0,0,175.4708590974872,178.5291409025128,1,go_long,-2.3118684
5.6192,5.65,5.226931714042784,4.984871383718966,5.6158,0,5.6158,351.0,4.914319999999998,0,0,0,175.44688918558077,175.55311081441926,1,go_long,-1.4940784
6.6854,7.0254,6.6382129309203775,6.572969629990582,6.6854,0,7.0,2193.0,6.606695999999991,0,0,0,1121.7063439870226,1071.2936560129772,1,go_long,-0.9252097
7.8431,7.9311,7.441341862369677,7.1753506042411175,7.6979,0,7.766,2031.0,7.177223999999995,1,0,0,1010.4840125311516,1020.5159874688483,1,go_long,-2.2000377
9.8648,10.0112,9.733467700770907,9.58039348184704,9.8648,0,9.9018,364.0,9.489023999999992,0,0,0,182.34067568524682,181.65932431475318,1,go_long,-3.742062
12.2573,12.2608,12.495259799243025,12.656160649123663,12.2573,1,12.2608,6.0,12.656416000000004,0,0,1,3.0004282550442323,2.9995717449557673,1,go_long,-2.4560508
4.816,4.816,4.860590861997433,4.910204616723132,4.772,0,4.799,357.0,4.920359999999993,0,0,1,178.18439937597506,178.81560062402494,0,go_long,1.928826
8.112,8.158,8.23234990948638,8.259836333645529,8.032,1,8.08,138209.0,8.262079999999923,0,0,1,68967.92984189723,69241.07015810277,0,go_long,1.95792122
6.361,6.361,6.210462205294904,6.142584917204637,5.757,1,6.0,9119.0,6.167319999999987,1,0,0,4426.340910929536,4692.659089070463,0,go_long,-1.132848
5.855,5.855,6.079064304088435,6.209789996230525,5.357,1,5.568,11016.0,6.258639999999986,0,0,1,5369.612886282062,5646.3871137179385,0,go_long,6.541219
6.741,7.309,6.837812974631621,6.815895134190252,6.741,0,7.175,49435.0,6.8174800000000335,0,0,0,25488.367706237423,23946.632293762574,0,go_long,1.30334986
8.864,8.911,8.80538867368161,8.818372704599268,7.911,1,8.343,85687.0,8.820360000000043,0,0,0,41546.2684372639,44140.7315627361,0,go_long,2.18368848
10.789,10.8,10.79808176633108,10.86158957770714,10.604,0,10.689,8584.0,10.911080000000045,0,0,0,4272.016761337182,4311.983238662818,0,go_long,-0.93311762
10.89,10.904,10.90981720698923,11.064985618214653,8.604,1,9.477,150140.0,11.15832000000002,0,0,1,69861.8736190897,80278.1263809103,0,go_long,-0.14112108
9.532,9.544,9.531843124889775,9.556052425451234,9.446,1,9.479,43059.0,9.559880000000014,1,0,0,21469.478775445794,21589.521224554206,0,go_long,1.86139158
12.112,12.119,12.382309834872752,12.510484248315624,10.59,1,11.427,80744.0,12.539680000000017,0,0,1,39197.148901822504,41546.85109817749,0,go_long,-0.62086914
6.546,6.553,6.559890612051607,6.584379050094304,6.452,1,6.489,4766.0,6.588680000000039,0,0,1,2372.5795166858456,2393.4204833141544,0,go_long,0.28740875
11.414,11.439,11.479928566152568,11.546187639338577,11.027,1,11.162,150316.0,11.589080000000006,0,0,1,74319.06413890858,75996.93586109142,0,go_long,-2.68157109
8.606,8.628,8.61664504305941,8.627970733114163,8.513,1,8.533,41227.0,8.64072,0,0,1,20525.701091078827,20701.298908921173,0,go_long,-2.42676741
6.202,6.213,6.297744631774186,6.333398043465608,6.119,1,6.17,16565.0,6.322400000000004,0,0,1,8261.077432913029,8303.922567086971,0,go_long,-0.56464752
5.64,5.649,5.698908624339475,5.7363847698648325,5.5760000000000005,1,5.618,10307.0,5.758640000000003,0,0,1,5143.429205898029,5163.570794101972,0,go_long,-1.02949271
4.663,4.663,4.723497939020705,4.79438591187608,4.507,1,4.519,13386.0,4.814800000000039,0,0,1,6588.034632977565,6797.965367022435,0,go_long,0.36109024
4.933,4.9350000000000005,4.9693442091102105,5.000831023565598,4.872,1,4.915,5652.0,5.011480000000046,1,0,1,2820.834687246142,2831.165312753859,0,go_long,-0.63501159
4.319,4.327,4.3376404178531365,4.355249276671838,4.285,1,4.303,12573.0,4.353400000000048,0,0,1,6274.834029227557,6298.165970772442,0,go_long,7.61719
8.549,8.56,8.595257249615647,8.623338722036742,8.531,0,8.56,2189.0,8.63831999999999,0,0,1,1095.203693962242,1093.7963060377576,0,go_long,-0.11771184
8.402,8.402,8.417619783114183,8.425710784946792,8.376,1,8.387,3874.0,8.421760000000045,0,0,0,1935.2694025850258,1938.7305974149738,0,go_long,-1.96499812
9.353,9.354,9.41803120701689,9.51212290756288,9.249,1,9.249,1635.0,9.528840000000043,0,0,1,812.9295237071283,822.0704762928716,0,go_long,-0.91766168
10.175,10.221,10.44640076166806,10.526872356100048,9.832,1,10.164,60895.0,10.551200000000057,0,0,1,30431.032990805845,30463.967009194163,0,go_long,-0.86163066
12.4,12.414,12.546409151561004,12.242686218523083,11.906,1,12.023,3048.0,12.287079999999996,0,0,0,1500.4751259059083,1547.5248740940917,0,go_long,4.743234
14.037,14.74,16.55592040870801,18.008630444162698,9.804,1,11.829,58616.0,18.46456,0,0,1,26806.18046856878,31809.819531431225,0,go_long,-0.238806
11.3,11.331,11.629891579941004,11.800378536293836,11.279,1,11.324,159.0,11.813800000000004,0,0,1,79.58433521923621,79.41566478076379,0,go_long,0.691637
12.054,12.072,12.152518094246012,12.31539022058527,11.813,1,11.876,4899.0,12.285320000000034,0,0,1,2431.27973255328,2467.72026744672,0,go_long,1.66869
11.774,11.774,11.881239563792676,12.260069739590566,10.25,1,10.283,88329.0,12.178680000000028,0,0,1,41179.086321802606,47149.9136781974,0,go_long,-1.595959
8.806000000000001,8.806000000000001,8.801191545373287,8.864144448336852,8.576,1,8.595,19385.0,8.860760000000054,1,0,1,9574.971266019193,9810.028733980806,0,go_long,-0.103124
8.586,8.586,8.747862001653306,8.838540924071017,8.458,1,8.486,5519.0,8.918960000000052,0,0,1,2743.3361059044046,2775.6638940955945,0,go_long,1.475552
9.99,9.998,10.122597535844813,10.179140616163464,9.905,1,9.905,3004.0,10.208160000000088,0,0,1,1495.5828097511937,1508.4171902488063,0,go_long,1.441711
11.189,11.189,11.364998848989424,11.596530154401838,11.111,0,11.126,1216.0,11.644280000000078,0,0,1,606.2834864440958,609.7165135559042,0,go_long,2.491242
10.98,10.984,11.040726459133296,11.180785749800174,10.69,1,10.733,42719.0,11.205800000000089,0,0,1,21116.521300603323,21602.478699396674,0,go_long,2.622909
11.0,11.059,11.393680987389752,11.516480676023813,10.773,1,10.889,22813.0,11.489880000000076,0,0,1,11348.65717940518,11464.34282059482,0,go_long,-1.089691
9.824,9.824,9.838298321205556,9.858286724796358,9.808,1,9.808,180.0,9.856360000000103,0,0,0,89.92665036674818,90.07334963325184,0,go_long,2.718627
11.657,11.661,11.65453106062881,11.737152452697808,11.418,1,11.5,12038.0,11.746360000000086,0,0,1,5978.192339249471,6059.807660750528,0,go_long,-0.620392
10.963,10.966,10.987925520831215,11.004354456346734,10.861,1,10.912,4741.0,11.009080000000088,0,0,1,2364.9733485714287,2376.0266514285713,0,go_long,-0.49222701
10.62,10.631,10.743870520871292,10.835813928636792,10.425,1,10.527,20268.0,10.88916000000006,0,0,1,10089.432827351397,10178.567172648602,0,go_long,-0.75628777
4.881,4.881,4.942593345371937,5.000864149058836,4.818,1,4.833,5917.0,5.026159999999989,0,0,1,2943.8810994441014,2973.1189005558986,0,go_long,1.01757
326.21,326.93,331.55552351913786,334.5855770360985,314.89,1,317.28,194588.0,335.4100000000024,1,0,1,95943.8074251348,98644.19257486518,0,go_long,0.58743944
6.796,6.815,7.0133361287490885,7.127092327656349,6.7010000000000005,1,6.712,95426.0,7.237639999999927,0,0,1,47416.29493633402,48009.70506366598,0,go_long,1.65006711
6.263,6.273,6.31962315319361,6.37250607384599,6.176,0,6.269,142973.0,6.367319999999929,0,0,1,71520.72590169167,71452.27409830833,0,go_long,-0.18225408
0.5210600000000001,0.5225700000000001,0.5271258643439118,0.5299734942771707,0.519,1,0.5198400000000001,16433.0,0.5317280000000227,0,0,1,8206.869747334038,8226.130252665962,0,go_long,-0.5112954
0.47414,0.4773,0.489016422014747,0.4930907457219638,0.46956,1,0.4731,28689.0,0.4939744000000223,0,0,1,14328.750791773995,14360.249208226003,0,go_long,-0.6369281
0.41195,0.41195,0.4126432454234412,0.4137560501569836,0.40694,1,0.40982,14562.0,0.4138424000000225,0,0,1,7262.1278946663915,7299.8721053336085,0,go_long,-0.4133854
0.3961,0.39703,0.3998291459715699,0.4024638941834855,0.38874,1,0.39191,16868.0,0.4023324000000219,0,0,1,8389.154807680105,8478.845192319895,0,go_long,-1.7884986
0.30641,0.30641,0.3061835266753591,0.30743568954623,0.30001,1,0.30237,22356.0,0.307187200000021,0,0,1,11103.820296330365,11252.179703669632,0,go_long,0.3109914
0.32464,0.32464,0.3232379740170912,0.3237193438776453,0.31761,1,0.31928,23052.0,0.3242960000000207,1,0,0,11430.057398434587,11621.942601565412,0,go_long,1.1316696
0.46755,0.46756,0.4732697750300361,0.4762463265111217,0.46437,1,0.46466,16170.0,0.4781136000000225,0,0,1,8059.935207732164,8110.064792267837,0,go_long,0.5390549
0.38044,0.38075,0.3823304626063801,0.3839438452683307,0.37683,1,0.37783,15396.0,0.3848664000000209,0,0,1,7671.5031321297165,7724.496867870284,0,go_long,-1.6067252
0.39596,0.39596,0.3986005431361292,0.3998877377062153,0.39316,1,0.39394,22002.0,0.399794800000021,0,0,1,10972.867299658184,11029.132700341814,0,go_long,-0.58883234
0.36628,0.36634,0.368567442846326,0.3695828512205315,0.36436,1,0.3647,3732.0,0.3710876000000215,0,0,1,1861.9666748748257,1870.0333251251745,0,go_long,-1.82604624
0.27808,0.27991,0.2841995859866744,0.2895029944140831,0.27314,1,0.27723,61417.0,0.290132800000022,0,0,1,30661.495218886743,30755.50478111325,0,go_long,0.51425137
0.29369,0.30603,0.2919689449083472,0.2900476763444099,0.29287,0,0.30589,315676.0,0.2895644000000223,0,0,0,161049.62080122752,154626.37919877248,0,go_long,-0.86308909
0.287,0.287,0.2863112201382621,0.2875251569945105,0.2736,1,0.27741,317419.0,0.2880100000000222,0,0,1,156012.83604117576,161406.16395882427,0,go_long,-0.85746566
0.24976,0.24995,0.2504786125985913,0.2509863368533383,0.24934,1,0.24944,624.0,0.2510780000000222,0,0,1,311.8,312.20000000000005,0,go_long,0.81482797
0.2996,0.30058,0.302515183001295,0.3044858026920192,0.29731,1,0.29759,71382.0,0.3052356000000207,0,0,1,35570.8725531238,35811.1274468762,0,go_long,2.8634622
0.5908,0.59169,0.601899419712722,0.6043682378469498,0.56377,1,0.5805800000000001,187356.0,0.6041636000000227,0,0,1,92860.68268196487,94495.31731803513,0,go_long,-1.1525681
0.51924,0.5226000000000001,0.5355286640592493,0.5540201751521976,0.50997,0,0.52188,17044.0,0.5557404000000238,0,0,1,8543.60949746427,8500.39050253573,0,go_long,0.4745655
1.1504,1.15854,1.1707029126503723,1.1799440466799969,1.11992,1,1.14281,32903.0,1.1834268000000236,0,0,1,16397.049302070023,16505.950697929973,0,go_long,-3.0317379
369.31,369.31,372.0005529035672,372.7896555687621,363.18,1,366.06,83526.0,373.6036000000026,0,0,1,41578.42658797612,41947.57341202388,0,go_long,3.27438968
543.58,546.03,546.31123901967,542.7097702573766,528.98,1,533.24,162193.0,542.8788000000027,0,0,0,80317.78321353615,81875.21678646385,0,go_long,-0.77213509
0.106,0.107,0.1048503825227677,0.1045014245014245,0.105,0,0.105,33.0,0.10452,0,0,0,16.421800947867297,16.5781990521327,0,go_long,3.208509
0.16408,0.16636,0.1657720667079446,0.1683288368818638,0.14039,1,0.14634,27574.0,0.1692532000000003,0,0,1,12999.095290251917,14574.904709748082,0,go_long,-1.1425902
0.4039,20.4621,0.4019150869266941,0.4021186628972926,0.402,0,0.402,1643.0,0.4018720000000017,1,0,0,819.5632212433304,823.4367787566696,1,go_long,1.080956
0.352,0.35729,0.3624450125237984,0.3664139589097945,0.34878,0,0.35711,2446.0,0.368099600000001,0,0,1,1231.813202465062,1214.1867975349383,0,go_long,9.2562438
0.8939,0.8955200000000001,0.9013161677208876,0.9127912882015832,0.8107300000000001,1,0.84596,16917.0,0.9144804000000012,0,0,1,8225.434989022106,8691.565010977894,0,go_long,2.0747798
1.07,1.07,1.0790160847567265,1.088768302202413,1.0475,1,1.05452,2819.0,1.088445600000002,0,0,1,1399.229887221584,1419.770112778416,0,go_long,1.1531756
1.20895,1.21278,1.219360093428276,1.2349654859998085,1.175,1,1.18373,9240.0,1.2436168000000023,0,0,1,4571.302974070916,4668.697025929084,0,go_long,3.9347243
1.2474,1.25783,1.2766115700172225,1.3213472570654232,1.19843,1,1.19902,3353.0,1.3225320000000038,0,0,1,1643.3458114305802,1709.65418856942,0,go_long,1.4358453
1.23802,1.2426,1.256626306793006,1.268188153832834,1.21826,1,1.21826,2837.0,1.2668340000000071,0,0,1,1407.0886136759655,1429.9113863240348,0,go_long,-1.2917046
1.09865,1.10144,1.1068569266829582,1.11567835160524,1.08506,1,1.08674,5029.0,1.1194048000000107,1,0,1,2500.7964070486278,2528.2035929513722,0,go_long,9.2186817
1.1777,1.18411,1.198509477414637,1.2126118283601133,1.15105,1,1.15447,24496.0,1.2186252000000235,0,0,1,12126.001586505272,12369.998413494728,0,go_long,0.3318553
1.17433,1.17433,1.1765569454552942,1.1849666773697982,1.15346,1,1.15625,19381.0,1.181159200000022,0,0,1,9615.323760608946,9765.676239391052,0,go_long,-3.6457983
0.80625,0.80625,0.8142704576402576,0.8207677475735303,0.79,1,0.7916700000000001,27561.0,0.8280324000000217,0,0,1,13654.761734004205,13906.238265995793,0,go_long,3.4848742
0.28072,0.28081,0.2817006930987316,0.2810725974617027,0.27726,1,0.27745,67283.0,0.2828508000000219,0,0,1,33444.4136195066,33838.5863804934,0,go_long,2.47472088
6.208,6.225,6.275776330698266,6.312339507745362,6.183,1,6.2,42824.0,6.331759999999929,0,0,1,21398.194713088327,21425.805286911665,0,go_long,0.80509288
0.3675,0.3675,0.3706216245189726,0.3735236671994651,0.3601,1,0.3622,122153.0,0.3736080000000228,0,0,1,60632.885569412094,61520.11443058791,0,go_long,3.86145178
0.548,0.5491,0.5526470616812572,0.5583888701922732,0.5263,1,0.5332,41041.0,0.5568200000000225,0,0,1,20239.605253422123,20801.394746577877,0,go_long,-0.0442968
8.3,8.3,8.275935807849772,8.306146494559158,8.124,1,8.151,63391.0,8.309679999999991,0,0,1,31408.427512005346,31982.572487994654,0,go_long,-2.88708548
6.961,6.961,6.854909835061861,7.067125531487044,5.327,1,5.801,2860221.0,7.149960000000002,0,0,1,1300120.8291020216,1560100.1708979784,0,go_long,1.99461728
7.266,7.266,7.348757344459619,7.416113455090522,7.117,1,7.126,77861.0,7.470359999999999,0,0,1,38551.7986381323,39309.2013618677,0,go_long,0.60299845
6.727,7.923,6.883751772682346,6.795070427948342,6.727,0,7.737999999999999,3825741.0,6.759200000000001,0,0,0,2046566.4609747664,1779174.5390252336,0,go_long,-2.72649647
5.458,5.468,5.4665324388373,5.474832569266451,5.292,1,5.402,691428.0,5.477479999999986,0,0,1,343931.3127071823,347496.6872928177,0,go_long,-0.83349925
5.093,5.093,5.119507979040469,5.153064527744821,4.86,1,4.968,850963.0,5.171359999999988,0,0,1,420195.22751217574,430767.7724878243,0,go_long,3.90595902
12.416,12.416,12.400772549592627,12.488760333597986,11.514,1,11.908,1358004.0,12.525760000000009,1,0,1,664821.2313764184,693182.7686235817,0,go_long,-2.6104254
7.241,7.241,7.287845072291733,7.331090235624637,7.103,1,7.172,1078183.0,7.339479999999988,0,0,1,536510.6831332825,541672.3168667175,0,go_long,-0.37248694
9.922,9.926,9.993910787548405,10.07396578127763,9.606,1,9.729,219697.0,10.102559999999974,0,0,1,108769.63579461604,110927.36420538396,0,go_long,-1.1658528
8.722,8.722,8.823148134770708,8.879773032110998,8.586,1,8.668,42291.0,8.903159999999955,0,0,1,21079.83829787234,21211.161702127658,0,go_long,2.86400893
11.528,11.601,11.682807165524668,11.492252559004832,11.324,1,11.371,157740.0,11.67587999999995,0,0,0,78329.2519323988,79410.7480676012,0,go_long,4.49134802
11.181,11.198,11.153596034755232,11.382337222138846,10.123,1,10.495,1129301.0,11.450159999999936,0,0,1,546780.4943255213,582520.5056744787,0,go_long,-2.18335744
8.233,8.237,8.283585570118934,8.329290833430527,8.134,1,8.164,37208.0,8.340319999999933,0,0,1,18525.712752332744,18682.28724766726,0,go_long,0.0917507
9.047,9.051,9.03036212058085,9.149280359834034,7.896,1,7.968,1172051.0,9.223999999999934,0,0,1,548862.9073170732,623188.0926829268,0,go_long,-2.1480739
7.499,7.5,7.482761540081988,7.499141800647495,6.851,1,7.166,724293.0,7.530679999999989,0,0,1,353923.193862939,370369.80613706104,0,go_long,2.87277312
12.48,12.508,12.540514766849563,12.615366968058384,12.202,1,12.262,398334.0,12.63588000000001,0,0,1,197412.1537466656,200921.84625333443,0,go_long,-0.0087766
12.95,13.097,13.18571621653573,13.281869365827356,12.843,0,13.088,380650.0,13.282279999999997,0,0,1,191333.71226668716,189316.28773331287,0,go_long,-0.5847646
18.027,18.052,18.42206336348097,18.48526605613488,17.503,1,17.741,2941484.0,18.41712,0,0,1,1458981.9851263699,1482502.0148736301,0,go_long,-2.45032
0.5404,0.544,0.5480941133880733,0.5516315649066769,0.5339,1,0.5401,63016.0,0.5535080000000224,0,0,1,31499.25182785747,31516.74817214253,0,go_long,0.60145386
0.6934,0.6948000000000001,0.7078454526014236,0.7287369216017027,0.5458000000000001,1,0.632,666658.0,0.736236000000021,0,0,1,317887.3215633016,348770.67843669833,0,go_long,-0.65019072
0.5919,0.5919,0.5945832976798675,0.5984242522284925,0.5842,1,0.5859,12806.0,0.5960280000000219,0,0,1,6370.381558838512,6435.618441161488,0,go_long,-1.64991475
